<Date>,<Close>,<Target>,<DayOfWeek>,<DayOfMonth>,<IsWeekend>,<IsStartOfWeek>,<PWA>,<PMA>
2021-04-03,2580,2570,5,3,1,0,2608.57,2530.67
2021-04-04,2570,2570,6,4,1,0,2621.43,2528.67
2021-04-05,2570,2550,0,5,0,1,2634.29,2525.00
2021-04-06,2550,2460,1,6,0,0,2635.71,2517.67
2021-04-07,2460,2440,2,7,0,0,2615.71,2508.00
2021-04-10,2440,2440,5,10,1,0,2575.71,2499.67
2021-04-11,2440,2430,6,11,1,0,2538.57,2492.33
2021-04-12,2430,2460,0,12,0,1,2515.71,2485.33
2021-04-13,2460,2420,1,13,0,0,2494.29,2481.00
2021-04-14,2420,2350,2,14,0,0,2478.57,2479.00
2021-04-17,2350,2290,5,17,1,0,2457.14,2476.00
2021-04-18,2290,2300,6,18,1,0,2428.57,2469.33
2021-04-19,2300,2420,0,19,0,1,2404.29,2461.33
2021-04-20,2420,2350,1,20,0,0,2384.29,2457.33
2021-04-21,2350,2290,2,21,0,0,2381.43,2458.67
2021-04-24,2290,2220,5,24,1,0,2370.00,2457.00
2021-04-25,2220,2200,6,25,1,0,2345.71,2452.00
2021-04-26,2200,2260,0,26,0,1,2317.14,2446.67
2021-04-27,2260,2350,1,27,0,0,2295.71,2443.67
2021-04-28,2350,2390,2,28,0,0,2291.43,2442.67
2021-05-01,2390,2349,5,1,1,0,2298.57,2443.00
2021-05-02,2349,2256,6,2,1,0,2294.29,2443.33
2021-05-03,2256,2270,0,3,0,1,2294.14,2444.97
2021-05-05,2270,2279,2,5,0,0,2289.29,2440.17
2021-05-08,2279,2240,5,8,1,0,2296.43,2432.83
2021-05-09,2240,2278,6,9,1,0,2307.71,2426.13
2021-05-10,2278,2319,0,10,0,1,2304.86,2415.47
2021-05-11,2319,2270,1,11,0,0,2294.57,2401.73
2021-05-12,2270,2230,2,12,0,0,2284.43,2387.70
2021-05-15,2230,2231,5,15,1,0,2273.14,2373.37
2021-05-16,2231,2240,6,16,1,0,2269.43,2361.03
2021-05-17,2240,2130,0,17,0,1,2263.86,2349.40
2021-05-18,2130,2030,1,18,0,0,2258.29,2338.40
2021-05-19,2030,1950,2,19,0,0,2242.57,2323.73
2021-05-22,1950,1860,5,22,1,0,2207.14,2306.40
2021-05-23,1860,1744,6,23,1,0,2154.43,2289.40
2021-05-24,1744,1779,0,24,0,1,2095.86,2270.07
2021-05-25,1779,1800,1,25,0,0,2026.43,2246.87
2021-05-26,1800,1856,2,26,0,0,1961.86,2225.17
2021-05-29,1856,1944,5,29,1,0,1899.00,2203.17
2021-05-30,1944,1978,6,30,1,0,1859.86,2184.37
2021-05-31,1978,1907,0,31,0,1,1847.57,2170.83
2021-06-01,1907,1918,1,1,0,0,1851.57,2160.43
2021-06-02,1918,1964,2,2,0,0,1858.29,2147.33
2021-06-07,1964,2078,0,7,0,1,1883.14,2130.60
2021-06-09,2078,2039,2,9,0,0,1909.57,2117.73
2021-06-12,2039,1948,5,12,1,0,1949.29,2110.67
2021-06-13,1948,2000,6,13,1,0,1975.43,2104.63
2021-06-14,2000,2060,0,14,0,1,1976.00,2096.23
2021-06-15,2060,2048,1,15,0,0,1979.14,2087.57
2021-06-16,2048,2075,2,16,0,0,2001.00,2077.90
2021-06-19,2075,2133,5,19,1,0,2019.57,2066.50
2021-06-20,2133,2182,6,20,1,0,2035.43,2057.37
2021-06-21,2182,2268,0,21,0,1,2043.29,2053.27
2021-06-22,2268,2300,1,22,0,0,2063.71,2050.33
2021-06-23,2300,2298,2,23,0,0,2109.43,2049.97
2021-06-26,2298,2280,5,26,1,0,2152.29,2051.97
2021-06-27,2280,2334,6,27,1,0,2186.29,2052.63
2021-06-28,2334,2372,0,28,0,1,2219.43,2051.33
2021-06-29,2372,2330,1,29,0,0,2256.43,2053.47
2021-06-30,2330,2311,2,30,0,0,2290.57,2058.20
2021-07-03,2311,2270,5,3,1,0,2311.71,2061.50
2021-07-04,2270,2230,6,4,1,0,2317.86,2063.87
2021-07-05,2230,2270,0,5,0,1,2313.57,2068.53
2021-07-06,2270,2280,1,6,0,0,2303.86,2075.20
2021-07-07,2280,2238,2,7,0,0,2302.43,2085.87
2021-07-10,2238,2225,5,10,1,0,2294.71,2099.87
2021-07-11,2225,2294,6,11,1,0,2275.57,2116.33
2021-07-12,2294,2325,0,12,0,1,2260.57,2131.20
2021-07-13,2325,2328,1,13,0,0,2258.14,2147.67
2021-07-14,2328,2347,2,14,0,0,2266.00,2163.30
2021-07-17,2347,2283,5,17,1,0,2280.00,2176.10
2021-07-18,2283,2123,6,18,1,0,2291.00,2188.40
2021-07-27,2123,2150,1,27,0,0,2291.43,2200.93
2021-07-28,2150,2133,2,28,0,0,2275.00,2207.77
2021-07-31,2133,2110,5,31,1,0,2264.29,2213.97
2021-08-01,2110,2122,6,1,1,0,2241.29,2215.80
2021-08-02,2122,2080,0,2,0,1,2210.57,2218.17
2021-08-03,2080,2070,1,3,0,0,2181.14,2223.97
2021-08-04,2070,2132,2,4,0,0,2143.00,2226.63
2021-08-07,2132,2199,5,7,1,0,2112.57,2226.97
2021-08-08,2199,2221,6,8,1,0,2113.86,2229.77
2021-08-09,2221,2279,0,9,0,1,2120.86,2233.90
2021-08-10,2279,2294,1,10,0,0,2133.43,2236.83
2021-08-11,2294,2362,2,11,0,0,2157.57,2240.07
2021-08-14,2362,2460,5,14,1,0,2182.14,2240.93
2021-08-15,2460,2522,6,15,1,0,2222.43,2243.00
2021-08-22,2522,2600,6,22,1,0,2278.14,2248.40
2021-08-23,2600,2652,0,23,0,1,2333.86,2256.47
2021-08-24,2652,2760,1,24,0,0,2391.14,2265.33
2021-08-25,2760,2820,2,25,0,0,2452.71,2274.67
2021-08-28,2820,2802,5,28,1,0,2521.43,2289.00
2021-08-29,2802,2620,6,29,1,0,2596.57,2305.97
2021-08-30,2620,2550,0,30,0,1,2659.43,2323.70
2021-08-31,2550,2540,1,31,0,0,2682.29,2336.70
2021-09-01,2540,2607,2,1,0,0,2686.29,2346.03
2021-09-04,2607,2651,5,4,1,0,2677.71,2354.70
2021-09-05,2651,2640,6,5,1,0,2671.29,2367.00
2021-09-06,2640,2510,0,6,0,1,2655.71,2381.20
2021-09-07,2510,2493,1,7,0,0,2630.00,2392.73
2021-09-08,2493,2530,2,8,0,0,2588.29,2398.90
2021-09-11,2530,2394,5,11,1,0,2570.14,2404.40
2021-09-12,2394,2325,6,12,1,0,2567.29,2410.50
2021-09-13,2325,2369,0,13,0,1,2546.43,2414.20
2021-09-14,2369,2415,1,14,0,0,2506.14,2420.93
2021-09-15,2415,2371,2,15,0,0,2465.86,2428.23
2021-09-18,2371,2290,5,18,1,0,2433.71,2437.63
2021-09-19,2290,2250,6,19,1,0,2413.86,2446.33
2021-09-20,2250,2217,0,20,0,1,2384.86,2451.93
2021-09-21,2217,2149,1,21,0,0,2344.86,2457.60
2021-09-22,2149,2152,2,22,0,0,2319.57,2462.50
2021-09-25,2152,2164,5,25,1,0,2294.43,2463.07
2021-09-26,2164,2136,6,26,1,0,2263.43,2461.50
2021-09-28,2136,2115,1,28,0,0,2227.57,2459.60
2021-09-29,2115,2150,2,29,0,0,2194.00,2454.83
2021-10-02,2150,2200,5,2,1,0,2169.00,2448.87
2021-10-03,2200,2238,6,3,1,0,2154.71,2441.80
2021-10-04,2238,2270,0,4,0,1,2152.29,2433.13
2021-10-06,2270,2240,2,6,0,0,2165.00,2423.67
2021-10-09,2240,2170,5,9,1,0,2181.86,2412.67
2021-10-10,2170,2193,6,10,1,0,2192.71,2398.93
2021-10-11,2193,2080,0,11,0,1,2197.57,2379.27
2021-10-12,2080,2042,1,12,0,0,2208.71,2358.37
2021-10-13,2042,2085,2,13,0,0,2198.71,2334.30
2021-10-16,2085,2106,5,16,1,0,2176.14,2315.03
2021-10-17,2106,2065,6,17,1,0,2154.29,2299.53
2021-10-18,2065,2089,0,18,0,1,2130.86,2285.07
2021-10-19,2089,2070,1,19,0,0,2105.86,2267.00
2021-10-20,2070,1997,2,20,0,0,2094.29,2248.27
2021-10-23,1997,1880,5,23,1,0,2076.71,2229.27
2021-10-25,1880,1865,0,25,0,1,2064.86,2212.17
2021-10-26,1865,1841,1,26,0,0,2041.71,2191.73
2021-10-27,1841,1836,2,27,0,0,2010.29,2169.57
2021-10-30,1836,1717,5,30,1,0,1972.43,2151.13
2021-10-31,1717,1738,6,31,1,0,1939.71,2134.83
2021-11-01,1738,1815,0,1,0,1,1886.57,2113.10
2021-11-02,1815,1876,1,2,0,0,1839.14,2090.53
2021-11-03,1876,1933,2,3,0,0,1813.14,2072.00
2021-11-06,1933,2028,5,6,1,0,1812.57,2058.20
2021-11-07,2028,2018,6,7,1,0,1822.29,2047.63
2021-11-08,2018,2000,0,8,0,1,1849.00,2041.33
2021-11-09,2000,2043,1,9,0,0,1875.00,2036.97
2021-11-10,2043,1979,2,10,0,0,1915.43,2031.90
2021-11-13,1979,1989,5,13,1,0,1959.00,2027.87
2021-11-14,1989,1950,6,14,1,0,1982.43,2022.63
2021-11-15,1950,1902,0,15,0,1,1998.57,2018.43
2021-11-16,1902,1899,1,16,0,0,2001.00,2011.77
2021-11-17,1899,1880,2,17,0,0,1983.00,2001.83
2021-11-20,1880,1860,5,20,1,0,1966.00,1990.53
2021-11-21,1860,1915,6,21,1,0,1948.86,1977.53
2021-11-22,1915,1915,0,22,0,1,1922.71,1964.87
2021-11-23,1915,1866,1,23,0,0,1913.57,1956.37
2021-11-24,1866,1789,2,24,0,0,1903.00,1947.10
2021-11-27,1789,1775,5,27,1,0,1891.00,1939.97
2021-11-28,1775,1772,6,28,1,0,1874.86,1931.53
2021-11-29,1772,1831,0,29,0,1,1857.14,1921.20
2021-11-30,1831,1880,1,30,0,0,1841.71,1910.07
2021-12-01,1880,1808,2,1,0,0,1837.57,1902.27
2021-12-04,1808,1762,5,4,1,0,1832.57,1895.30
2021-12-05,1762,1760,6,5,1,0,1817.29,1886.57
2021-12-06,1760,1713,0,6,0,1,1802.43,1878.73
2021-12-07,1713,1727,1,7,0,0,1798.29,1874.73
2021-12-08,1727,1750,2,8,0,0,1789.43,1869.67
2021-12-11,1750,1701,5,11,1,0,1783.00,1865.87
2021-12-12,1701,1683,6,12,1,0,1771.43,1863.00
2021-12-13,1683,1645,0,13,0,1,1745.86,1862.47
2021-12-14,1645,1643,1,14,0,0,1728.00,1860.63
2021-12-15,1643,1685,2,15,0,0,1711.29,1854.97
2021-12-18,1685,1640,5,18,1,0,1694.57,1847.20
2021-12-19,1640,1683,6,19,1,0,1690.57,1838.93
2021-12-20,1683,1680,0,20,0,1,1678.14,1826.00
